Id,Category,Topic,Source,Headline,Text,Link,longitud,num_palabras,palabras_unicas,palabras_unicas_ratio,mayusculas,exclamaciones,interrogaciones,puntuacion_total,sensacionalistas,contiene_url,num_entidades,polaridad_pos,polaridad_neg,num_citas,nombres_propios
385,True,Politics,Forbes,Meade admite derrota electoral ante López Obrador,verb_meadir verb_admitir derrota electoral lópez obrador tendencia verb_ser andrés manuel lópez obrador verb_obtener mayoría electoral verb_decir candidato priista candidato presidencial josé antonio meade verb_anticipar derrota elección presidencial méxico verb_reconocer tendencia voto verb_favorecer verb_declarar representante coalición méxico comité ejecutivo nacional partido revolucionario institucional pri partido verb_esperar resultado autoridad verb_monitorear resto elección información verb_haber coalición verb_ser triunfadora proceso verb_admitir exsecretario hacienda tendencia verb_ser andrés manuel lópez obrador verb_obtener mayoría general responsabilidad ejecutivo méxico verb_desear éxito político verb_comentar campaña verb_haber verb_ser reto vida valor capacidad corazón candidato priista verb_señalar partido verb_tener reto oportunidad verb_deber verb_capitalizar él verb_ir verb_entregar país economía fuerte sano verb_llevar number trimestre crecimiento positivo meade verb_asegurar actual administración verb_dar pie alto generación empleo historia finanza público sano verb_apostar educación verb_ganar él terreno pobreza extremo político verb_comentar administración verb_deber verb_trabajar impunidad favor justicia seguridad violencia país salud pobreza oportunidad mujer joven verb_desear éxito gobierno verb_añadir,https://www.forbes.com.mx/meade-reconoce-derrota-y-desea-suerte-a-amlo/,1705,272,170,0.625,46,0,0,0,0,0,0,1,0,4,27
386,True,Politics,El país,La autoridad electoral mexicana dará resultados a cuentagotas el *NUMBER* de julio,autoridad electoral mexicano verb_dar resultado cuentagotas number julio inst_ine verb_asegurar sistema verb_registrar acta votación méxico verb_estar blindado hackers resultado definitivo elección number julio méxico verb_tardar hora verb_conocer él inst_ine inst_ine verb_calcular medianoche domingo verb_tener avance number*% programa resultado electoral preliminar prep alimentado acta number casilla instalado país hora lunes verb_prever verb_alcanzar number*% recuento acta verb_ser number hora lunes árbitro electoral verb_prever verb_tener información number*% colegio electoral consejero electoral verb_creer demora verb_ser verb_causar casilla único verb_convergir proceso federal local verb_poder verb_llegar verb_acumular elección simultáneo comicio semana verb_ser historia verb_ser verb_elegir presidente congreso gubernatura number alcalde cerca mil diputado local ley electoral verb_establecer acta verb_ser verb_computar verb_concluir conteo voto elección llevadas cabo casilla méxico voto verb_contar mano verb_haber innovación tecnológico verb_poder verb_acelerar proceso verb_haber verb_advertir jueves consejero presidente inst_ine lorenzo córdova verb_tener flujo significativo imagen dato acta hora funcionamiento prep verb_deber programa verb_ser lento ineficiente verb_contar acta avanzado noche verb_haber verb_añadir verb_edmundo jacobo molín secretario ejecutivo inst_ine hora posterior cierre casilla verb_estar ausente información number*:*number hora number julio verb_prever órgano electoral mexicano verb_dar conteo rápido verb_suponer tendencia votación base muestreo casilla elección prueba hackers comicio consejero inst_ine verb_haber verb_insistir proceso verb_contar múltiple candado verb_esquivar cualquiera intento ataque informático fraude prep verb_operar red público red interno verb_haber verb_precisar verb_córdova cuestionamiento riesgo hackeo electoral similar verb_padecer sistema bancario mexicano recientemente prueba blindaje inst_ine verb_haber verb_solicitar inst_unam verb_realizar auditoria sistema informático verb_hacer mes máximo universidad américa latino verb_haber verb_hacer prueba verb_corroborar seguridad correcto funcionamiento herramienta tarea vigilancia verb_estar vigente domingo number julio inst_unam verb_comprobar fedatario público programa informático central verb_ser verb_auditar verb_ser prep federal verb_iniciar operación verb_haber verb_explicar felipe bracho director general cómputo tecnología información comunicación universidad,https://elpais.com/internacional/2018/06/29/mexico/1530229387_080783.html,3230,520,281,0.5403846153846154,160,0,0,0,0,0,0,0,0,4,32
387,True,Politics,EL UNIVERSAL,"Bien ganada la presidencia de AMLO, dice Carmen Salinas",ganado presidencia amlo verb_decir carmen salinas andrés verb_ser hombre verb_conocer verb_decir actriz partido verb_haber gente gente malo verb_asegurar carmen salina carmen salina verb_ser priísta verb_tener razón papá verb_ser priísta verb_ser verb_morir verb_impedir verb_reconocer andrés manuel lópez obrador verb_ganar presidencia méxico verb_ser morena verb_ser señor lópez obrador demá verb_ganar verb_ser lópez obrador ganado presidencia andrés verb_ser hombre verb_conocer verb_develar placa año aventurera verb_ir verb_invitar oficina verb_tratar verb_decir actriz diputada grabación temporada marido verb_tener familia carmen verb_criticar personaje pri verb_haber verb_dar malo imagen verb_ser gente desordenado sinvergüenzo gobernador quintana roo verb_duartir verb_conocer verb_querer conocerlo culpa verb_llevar verb_conocer campa verb_ser gente educadísimo señor enrique jackson césar camacho gente educado verb_actúo verb_decir madre alfiler verb_quedar verb_pensar verb_tener verb_pagar verb_pudran cárcel rata partido verb_haber gente gente malo andrés manuel verb_ganar presidencia verb_considerar verb_haber labor verb_calmar ansia verb_insultar preferencia política verb_tener verb_enojar señor verb_ganar contrario dios verb_bendigar verb_llegar verb_ser gobernante verb_pedir dios verb_iluminir verb_ser hombre sencillo alguien verb_poder verb_hablar verb_haber gente verb_rodear verb_ser,http://www.eluniversal.com.mx/espectaculos/farandula/bien-ganada-la-presidencia-de-amlo-dice-carmen-salinas,1840,339,188,0.5545722713864307,53,0,0,0,0,0,0,0,0,4,37
388,Fake,Politics,Parabólica,Exigen diputados del PRI salida de Ochoa,verb_exigir diputado pri salida ochoa verb_acusar falta operación político comunicación liderazgo local publicado periódico reforma grupo number diputado federal partido revolucionario institucional pri verb_pedir martes renuncia dirigente nacional partido verb_enrique ochoa verb_rezar favoritismo imposición maltrato omisión cerrazón diálogo ausencia negociación operación cicatriz semana enrique ochoa verb_ser verb_tundir red social verb_llamar prieto verb_apretar militante pri verb_huir morena publicado comunicación nacional reunión privado previo sesión san lázaro legislador priista verb_solicitar coordinador carlos iriarte verb_ser conducto verb_pedir presidente enrique peño verb_nietir relevo presidencia comité ejecutivo nacional cen verb_iniciar campaña verb_ser number legislador federal testigo exigencia verb_señalar ochoa verb_rezar falta operación político comunicación liderazgo local designación candidatura inconformidad reparto espacio senado posición local verb_desatar crisis verb_haber verb_generar renuncia militante tricolor verb_pedir coordinador iriarte verb_ser conducto pino verb_solicitar destitución ochoa ochoa verb_estar verb_haber ánimo verb_trabajar verb_estar dispuesto verb_hacer él verb_aseverar priista verb_hablar tema verb_pedir cabeza enrique ochoa verb_sintetizar reclamo verb_ser priista verb_estar verb_renunciar ochoa verb_hacer verb_haber operación designación candidatura verb_cicatrizar herida preocupante verb_dejar verb_seguir verb_poder verb_dar él campaña brazo caído verb_relatar legislador,http://www.parabolica.mx/2018/nacional/item/749-exigen-diputados-del-pri-salida-de-ochoa,2046,328,194,0.5914634146341463,69,0,0,0,0,0,0,0,0,3,39
389,Fake,Politics,Retroceso,"""Los ninis"" más ricos y poderosos del país: Hijos de AMLO",nini rico poderoso país hijo amlo cronico andr manuel lópez obrador verb_haber verb_hacer público tipo señalamiento corrupción impunidad verb_salir peine hijo verb_haber verb_ser verb_descubrir set fotografía verb_mostrir continuación verb_ser nini rico poderoso méxico fotografía verb_apreciar andrés manuel lópez obrador hijo verb_tener persona vehículo verb_lamborginy verb_estar valuado number millón dólares verb_ser lujo verb_dar familia verb_ir calle antro bar verb_derrochar tipo dinero denominación dólares verb_gastar dinero sexo alcohol verb_ser hijo andrés manuel verb_ser sorprendido verb_despilfarrar dinero mexicano,https://retroceso.com/2018/05/26/los-ninis-mas-ricos-y-poderosos-del-pais-hijos-de-amlo/,902,160,106,0.6625,36,0,0,0,0,0,0,0,0,2,14
390,True,Politics,Forbes,López Obrador cerrará su campaña en el Estadio Azteca,lópez obrador verb_cerrar campaña estadio azteca evento verb_iniciar number verb_terminar number noche verb_haber festival cultural presencia artista verb_haber detalle serían.foto @estadioazteca cierre campaña andrés manuel lópez obrador candidato coalición verb_hacer historia verb_ser estadio azteca number junio lópez obrador verb_decir verb_utilizar inmueble santa úrsula verb_pagar renta cuyo cifra verb_dar evento verb_iniciar number verb_terminar number noche verb_haber festival cultural presencia artista verb_haber detalle verb_ser principio candidato coalición verb_hacer historia verb_tener planeado verb_cerrar campaña zócalo ciudad méxico verb_espaceír verb_ser verb_utilizar pantalla transición partido mundial rusia number verb_anunciar verb_dar josé ramón amieva jefe gobierno cdmx mes octubre año verb_solicitar zócalo capitalino verb_colocar infraestructura festival naturaleza deportivo tema mundial futbol mes noviembre verb_contestar positivo verb_decir ramón amieva,https://www.forbes.com.mx/lopez-obrador-cerrara-su-campana-en-el-estadio-azteca/,1386,233,117,0.5021459227467812,84,0,0,0,0,0,0,0,0,3,29
391,Fake,Politics,El Ruinaversal,"""EXPERTOS CONFIRMAN QUE FUIMOS HACKEADOS DURANTE LA ELECCIÓN, LOS RESULTADOS TENDRÁN QUE INVALIDARSE"": DIRECTOR DEL INE",experto verb_confirmar verb_fuimos hackeado elección resultado verb_tener verb_invalidar él director inst_ine méxico.- conferencia prensa director inst_ine lorenzo córdova verb_informar grupo experto informática cibernético verb_confirmar elección number verb_ser verb_atacar grupo hackers resultado verb_invalidar voto verb_contar forma manual verb_determinar efectivamente lópez obrador verb_obtener presidencia lorenzo verb_mencionar informe amlo verb_obtener victoria verb_basar estadística computarizada verb_revelar grupo pirata cibernético verb_modificar resultado verb_tener verb_contar forma manual voto verb_verificar triunfador verb_tener grupo experto matemática informática base muestra computarizado verb_determinar verb_ser ganador momento verb_notar verb_andar conteo manual verb_concordar virtual verb_confiamos programa verb_reveler verb_amlo verb_haber verb_ganar number*% voto verb_ser extraño persona verb_poder verb_tener popularidad verb_confiamos programa seguridad verb_revisar registro verb_verificar programa verb_funcionar forma correcto sorpresa experto verb_descubrir serie evident error principal hackers verb_lograr verb_burlar sistema seguridad verb_alterar resultado verb_poner dato ilógico obrador verb_arrasar number*% preferencia verb_ser dato totalmente irreal verb_decir córdova verb_mencionar number informático mundo verb_determinar efectivamente verb_ser verb_hackear elección resultado verb_revelar verb_ser real verb_deber verb_realizar conteo forma manual conteo manual dato verb_ser realista anaya verb_haber verb_obtener number*% voto obrador number*% verb_meadir number*% bronco number*% number*% candidato registrado verb_dar verb_ser cifra creíble verb_pensar mitad población voto persona verb_ser máximo verb_revelarer ganador verb_poder verb_seguir verb_ser andrés manuel caso verb_ser él error verb_tener derecho verb_pedir conteo revisión verb_compruebir efectivamente verb_ganar verb_poder verb_hacer verb_ofrecer disculpa verb_tener verb_resignar él verb_haber verb_ganar mencioné resultado verb_reveler verb_ser verb_alterar hacker verb_corresponder resultado real verb_puntualizar,http://www.elruinaversal.com/2018/07/03/expertos-confirman-que-fuimos-hackeados-durante-la-eleccion-los-resultados-tendran-que-invalidarse-director-del-ine/,2770,450,246,0.5466666666666666,187,0,0,0,0,0,0,0,0,4,16
392,True,Politics,El país,México investiga al ex presidente Salinas por el crimen de Colosio,méxico verb_investigar presidente salina crimen colosio procurador general méxico jorge madrazo verb_cuéllar camino ministro interior justicia verb_afirmar viernes reunión diputado presidente carlos salinas verb_estar verb_ser verb_investigar relación asesinato number mandato candidato presidencial luis donaldo colosio alud rumor verb_haber verb_convertir caso verb_ser máximo autoridad procuraduría general república pgr verb_confirmar públicamente polémico presidente autoexiliado irlanda verb_encontrar lupa policía nombre salinas verb_aparecer number línea investigación verb_manejar pgr,https://elpais.com/diario/1997/08/24/internacional/872373610_850215.html,765,127,85,0.6692913385826772,40,0,0,0,0,0,0,0,0,0,17
393,True,Politics,El Financiero,"Realmente no me importa', decía la chamarra de Melania rumbo a su visita a migrantes","realmente verb_importar verb_decir chamarra melania rumbo visita migrant dama verb_usar chaqueta verde militar verb_tener escrito mensaje verb_abordar vuelo verb_visitar centro verb_albergar niño migrant washington dama melania trump verb_usar jueves chaqueta verb_leer leyenda:""realmente verb_importar QUEST QUEST verb_abordar vuelo centro verb_albergar niño inmigrante separado padre chaqueta verde militar capucha zara verb_tener palabra inglés escrita espalda estilo graffiti verb_preguntar mensaje verb_pretender verb_dar dama prenda vocera stephanie grisham verb_decir verb_ser chaqueta verb_haber mensaje oculto visita importante texas verb_esperar verb_decidir verb_enfocar él vestuario grisham verb_subrayar mensaje tuit hashtag aellaleimporto essolounachaqueta presidente unidos donald trump verb_publicar tuit leyenda chamarra melania verb_referir fake news verb_agregar melania verb_haber verb_aprender deshonesto verb_ser realmente verb_importar EXCL señora trump verb_cambiar verb_usar chaqueta verb_color amarillo avión verb_aterrizar mcallen texas visita upbring new hope children's verb_center verb_encontrar number niño inmigrante chaqueta verde verb_contrastar fuertemente vestuario típicamente audaz sabor extranjero aparición público dama verb_haber verb_usar diseño dolce gabbán pozo christian dior emilio pucci givenchy valentino verb_altísimos tacón christian louboutin",http://www.elfinanciero.com.mx/mundo/melania-trump-usa-controvertida-chaqueta-en-visita-a-ninos-inmigrantes,1724,284,172,0.6056338028169014,74,1,2,3,1,0,0,0,0,3,45
394,True,Politics,El financiero,Inicia impresión de boletas para elección presidencial,verb_iniciar impresión boleta elección presidencial consejero presidente inst_ine verb_destacar boleta verb_imprimir papel medida seguridad equivalente billete inst_ine inst_ine verb_dar inicio proceso impresión number millón boleta electoral correspondiente comicio presidencia república sede taller gráfico méxico integrante consejo general encabezado lorenzo córdova verb_atestiguar comienzo impresión boleta verb_destacar verb_formar esencial cadena confianza proceso electoral consejero presidente inst_ine verb_resaltar inicio producción boleta electoral verb_ser fundamental verb_ser papeleta verb_plasmar voluntad ciudadano verb_mencionar boleta verb_llevar nombre candidato presidencial verb_imprimir papel medida seguridad equivalente billete medida seguridad verb_representar compromiso democracia verb_asegurar córdova verb_recordar number sistema electoral mexicano verb_buscar verb_garantizar confianza implementación tipo medida seguridad contexto consejero presidente verb_reiterar llamado actor verb_participar proceso electoral verb_apegar regla juego democrático verb_decir number jornada electoral candidato partido gobierno empresario sociedad general verb_deber verb_contribuir verb_construir futuro compartido verb_respetar regla consejero marco antonio baños presidente comisión capacitación organización inst_ine verb_comentar taller gráfico méxico prácticamente verb_concluir impresión number millón boleta electoral correspondiente elección diputado federal comicio federal verb_imprimir number millón boleta verb_utilizar number julio,http://www.elfinanciero.com.mx/elecciones-2018/inicia-impresion-de-boletas-para-eleccion-presidencial,2047,313,149,0.476038338658147,81,0,0,0,0,0,0,0,0,2,22
395,True,Politics,El país,La felicitación de Trump a la astronauta que lleva *NUMBER* días en el espacio,felicitación trump astronauta verb_llevar number espacio verb_peggy whitson verb_haber verb_batir récord verb_ser astronauta estadounidense tiempo verb_haber verb_pasar espacio donald trump verb_llamar lunes icono nasa despacho oval presidente unidos verb_felicitar peggy whitson verb_haber él verb_convertir astronauta estadounidense tiempo verb_haber verb_pasar espacio number conexión vídeo whitson verb_narrar presidente verb_ser rutina estación espacial internacional momento astronauta verb_explicar escasez suministro agua verb_reciclar verb_limpian orina verb_beber agua verb_estar verb_alegrar verb_responder verb_trump  risa acompañado hija ivanka kate rubins veterana astronauta,https://elpais.com/elpais/2017/04/25/videos/1493082905_483815.html,849,146,94,0.6438356164383562,40,0,0,0,0,0,0,0,0,1,22
396,Fake,Politics,El Dizque,"Tras demanda, el PRI deberá cambiar sus colores",demanda pri verb_deber verb_cambiar color verb_estar elección vuelta esquina tendencia popular verb_haber verb_ser verb_denunciar político motivo verb_ser salomón verb_pelcastrar candidato psdv diputado xllliviii distrito nayarit verb_denunciar partido revolucionario institucional pri procuraduría general república indebido color bandera nacional verb_apoyar él ley escudo bandera himno nacional denuncia verb_señalar cosa color pri verb_ser bandera verb_haber verb_percatar siquiera autoridad denuncia verb_apelar artículo number verb_hablar prohibición modificación bandera nacional argumento verb_señalar pri mala verb_tomar bandera nacional verb_eliminar escudo lugar verb_anexar sigla partido verb_conocer partido tricolor verb_hablar publicidad engañoso verb_ser color bandera selección nacional verb_haber verb_pedir él él verb_respetar ley verb_dejar verb_mancillar bandera verb_cambiar escudo selecto grupo abogado alto esfera verb_defender pri verb_señalar verb_tratar color bandera méxico italia nación verb_tener admiración verb_haber verb_ser cuna hombre diverso área ciencia religión política juez competente verb_desestimar alegato verb_dar razón particular pri verb_deber verb_cambiar escudo verb_ser verb_notificar fallo correspondiente muestra justicia verb_ser ciego verb_beneficiar verb_merecer,https://www.eldizque.com/tras-demanda-el-pri-debera-cambiar-sus-colores/,1846,330,181,0.5484848484848485,64,0,0,0,0,0,0,0,0,0,22
397,Fake,Politics,EL MUNDO TODAY,El intérprete de Kim Jong-un suspira aliviado al haber evitado seis veces el inicio de la Tercera Guerra Mundial,intérprete kim jong-un verb_suspirar aliviado verb_haber verb_evitar inicio guerra mundial verb_traducir verb_pedir verb_perdonar verb_pedir verb_evitar encontronazo líder encuentro histórico presidente unidos donald trump líder norcoreano kim jong-un celebrado singapur verb_poder verb_haber verb_acabar tragedia verb_haber verb_intervenir intérprete norcoreano shin young-chol ocasión verb_haber verb_tener verb_improvisar traducción literal directamente contraria verb_trump verb_estar verb_decir verb_estallar guerra mundial verb_explicar miembro gobierno país anfitrión mandatario verb_haber verb_separar pobre hombre verb_haber verb_encerrar baño veinte minuto totalmente pálido derrotado enorme presión verb_lograr entendimiento líder señor verb_trump verb_salvar mundo completo destrucción verb_relatar presente hotel lujo isla sentosa verb_haber verb_tener lugar reunión verb_relatar testigo trump verb_haber verb_señalar papel programa nuclear norcoreano verb_haber verb_preguntar QUEST verb_estar QUEST kim jong-un verb_haber verb_responder verb_decir tenéis vacío seguidamente verb_haber verb_tener lugar diálogo trump señor QUEST verb_dejar verb_ver cabeza nuclear QUEST jong-un verb_ser año verb_trump señor misil verb_estar jong-un misil tensión verb_haber verb_llegar punto álgido trump verb_haber verb_sentenciar verb_denunciar verb_ir verb_denunciar verb_violar internacional kim jong-un verb_haber verb_replicar verb_ir verb_quedar tendrás contrapartido conflicto verb_parecer inevitable intérprete verb_haber verb_volver verb_intervenir verb_endulzar frase norcoreano traducirla inglés verb_insultar verb_gritar verb_reír verb_decir kim jong-un trump verb_traducir frase verb_ir verb_hablar cambio actitud verb_favorecer verb_trump  verb_abandonar tono agresivo chulería verb_pedir verb_perdonar verb_ser verb_traducir verb_pedir mandatario verb_creer verb_estar verb_pedir perdón verb_haber unanimidad verb_reconocer verb_haber verb_intervenir intérprete conversación verb_haber verb_tener distinto afortunadamente verb_haber esperanza diplomacia verb_poder verb_sustituir hostilidad washington pyongyang kim jong-un verb_seguir verb_contar intérprete firme candidato verb_recibir premio nobel paz,http://www.elmundotoday.com/2018/06/el-interprete-de-kim-jong-un-suspira-aliviado-al-haber-evitado-seis-veces-el-inicio-de-la-tercera-guerra-mundial/,2637,435,285,0.6551724137931034,274,0,4,4,0,0,0,0,0,14,55
398,Fake,Politics,El Dizque,¡Impactante escena de celos armó Angélica Rivera a Enrique Peña Nieto!,EXCL sensacional escena celo verb_armar angélico rivera enrique peño nieto EXCL terrible escena celo verb_protagonizar ayer dama angélico rivera presidente enrique peño nieto verb_hablarar posibilidad verb_insistir invitación hillary clinton verb_acudir méxico verb_deber verb_insistir él vida verb_decir presidente verb_ser verb_cuidar imagen hábil reportero verb_estar ventana arbusto jardín residencia oficial pino verb_escuchar plática respuesta rivera verb_ser inesperado verb_reproducimos íntegra verb_ver enrique QUEST verb_tratar QUEST QUEST verb_crear verb_haber verb_oer visita trump verb_distir QUEST verb_ir verb_decir nalga verb_ser mujer decente EXCL verb_tener verb_oír verb_decir EXCL verb_decir verb_querer verb_venir QUEST anda insistente enrique QUEST EXCL verb_saber EXCL EXCL verb_gustar EXCL ama QUEST verb_ser QUEST EXCL verb_atreir negármelo enrique EXCL presidente verb_alcanzar verb_balbucear parecer verb_tener respuesta verb_decir esposa parecer verb_desarmar verb_prometistar verb_seriar fiel verb_querer verb_pensar verb_ser tipo hombre nomás verb_hacer promesa verb_quedar verb_olvidar verb_ser QUEST QUEST dime QUEST verb_cump él promesa QUEST agente verb_descubrir verb_madrear verb_sacar patada pino desafortunadamente jamás verb_sabrer respuesta inquietante pregunta formulado dama QUEST QUEST enrique peño nieto verb_cumplir promesasmulti_quest mundo verb_saber,https://www.eldizque.com/impactante-escena-de-celos-armo-angelica-rivera-a-enrique-pena-nieto/,1674,296,199,0.6722972972972973,50,10,16,26,0,0,0,0,0,4,39
399,Fake,Politics,El Ruinaversal,"""LOS MEXICANOS SON UNOS MEDIOCRES IGNORANTES, DEBIERON VOTAR POR ANAYA"": GOBERNADOR DE ATLANTA",mexicano verb_ser mediocr ignorante verb_deber verb_votar anaya gobernador atlanta georgia.- conferencia prensa verb_nathaber deal gobernador georgia entidad verb_ubicar ciudad atlanta excandidato presidencia ricardo anaya verb_tener residencia oficial sensacional noticiero local mexicano verb_ser mediocre ignorante verb_señalar verb_deber verb_haber verb_votar anaya verb_tener relación amistad profesional populista lópez obrador verb_nathaber verb_mencionar ricardo verb_ser persona respetado querido admirado unidos verb_señalar atlanta verb_saber verb_ser opción verb_gobernar méxico preparado verb_hacer énfasis verb_poder verb_creer compatriota verb_haber verb_dejar verb_ir persona joven experiencia lugar verb_haber verb_preferir verb_votar abuelito aferrado verb_tener verb_aportar verb_ir gobernante estadounidense verb_defender mexicano ataque trump verb_arrepientir completamente verb_pensar verb_ser inteligente verb_querer cambio atlanta verb_saber enorme potencial anaya verb_ser persona visión verb_haber verb_ayudar ciudad gracias capacidad verb_ir verb_hacer méxico QUEST verb_pasar QUEST mexicano verb_preferir hombre verb_bajar cielo estrella promesa irreal verb_estar decepcionado verb_poder verb_creer verb_haber agente mediocre verb_comentar verb_referir él mexicano deal verb_comentar único verb_ser verb_anair verb_aceptar puesto gabinete verb_renunciar política mexicano verb_sentir triste verb_ricardo realmente verb_querer verb_ayudar país verb_rehusar verb_ingresar política estadounidense verb_tener doble nacionalidad compatriota verb_haber verb_dar espalda verb_haber verb_impedir verb_integrar él gabinete verb_estar emocionado verb_tener persona eficaz honesta inteligente equipo trabajo verb_estar seguro tiempo ricardo verb_contendeer alcaldía ciudad verb_amar atlanta futuro verb_convertir sucesor gobernador georgia unidos verb_ser nación poderoso verb_tener ojo verb_valorar elemento anaya méxico hoyo verb_seguir verb_desperdiciar gente capacidad verb_puntualizar,http://www.elruinaversal.com/2018/07/03/los-mexicanos-son-unos-mediocres-ignorantes-debieron-votar-por-anaya-gobernador-de-atlanta/,2501,420,253,0.6023809523809524,115,0,2,2,0,0,0,1,0,7,31
400,Fake,Politics,El Ruinaversal,Eruviel Ávila hace encuesta entre familiares y amigos para demostrar popularidad de Meade,eruviel ávila verb_hacer encuesta familiar amigo verb_demostrar popularidad meade cdmx.- eruviel ávila villega coordinador campaña josé antonio meade sensacional dato encuesta verb_realizar familiar amigo candidato pri verb_ubicar lugar empate técnico lópez obrador verb_ir sitio entrevista información eruviel sensacional verb_ocurrir verb_hacer encuesta casa familiar amigo verb_considerar encuestadora verb_alterar resultado verb_revelar verb_meadir verb_encontrar lugar popularidad siquiera encuesta verb_realizar amigo conocido cosa verb_resultar verb_pensar dato verb_arrojar candidato favorito obrador investigador persona verb_responder encuesta eruviel verb_asegurar verb_votar meade verb_hacer promesa verb_recibir torta puerco frutsi accesorio oficial pri llavero gorra contrario verb_haber verb_preferir verb_dar él voto amlo verb_prometer verb_mantener él verb_trabajar verb_hacer verb_dar pensión usd*number mil peso ciudadano simple verb_ser mexicano,http://www.elruinaversal.com/2018/02/06/eruviel-avila-hace-encuesta-entre-familiares-y-amigos-para-demostrar-popularidad-de-meade/,1346,226,132,0.584070796460177,42,0,0,0,0,0,0,0,0,1,14
401,True,Politics,Aristegui noticias,Cierran casillas en Baja California; se disputan *NUMBER* ayuntamientos,verb_cerrar casilla baja californio verb_disputar number ayuntamiento instituto estatal electoral baja californio ayuntamiento disputa verb_ser mexicali tecate tijuán ensenado playa rosarito number*% cómputo digiprep momento ayuntamiento mexicali tijuán verb_llevar pan coalición pri-pt-pvem-panal ensenado verb_tecate playa rosarito verb_haber verb_contabilizar cierre verb_comenzar number*:*number hora tiempo local number*:*number hora tiempo centro ciudad méxico bajacaliforniano verb_acudir verb_renovar number curul congreso local alcaldía instituto estatal electoral baja californio municipio disputa verb_ser mexicali tecate tijuán ensenado playa rosarito inst_ine inst_ine verb_dar verb_conocer comicio domingo verb_participar number candidato partido político number independiente padrón electoral baja californio verb_estar inscrito millón number mil number votante,https://aristeguionline.info/0506/mexico/cierran-casillas-en-baja-california-se-disputan-5-ayuntamientos/,1170,173,100,0.5780346820809249,133,0,0,0,0,0,0,0,0,0,46
